id,order_id,notary_id,messaged_at,responded_at,response
447825,549395,68939,2016-08-03 19:46:10,,
447807,549357,42903,2016-08-03 19:46:23,2016-08-03 19:46:53,available
447807,549357,72256,2016-08-03 19:46:47,2016-08-03 20:40:13,not_available
447825,549395,66765,2016-08-03 19:46:48,,
447825,549395,71051,2016-08-03 19:47:07,,
447825,549395,32954,2016-08-03 19:48:18,2016-08-03 19:49:27,not_available
447825,549395,33036,2016-08-03 19:48:35,2016-08-03 19:49:33,available
447825,549395,55434,2016-08-03 19:49:12,,
447883,549426,40361,2016-08-03 20:06:23,,
447883,549426,49064,2016-08-03 20:07:19,,
447883,549426,33003,2016-08-03 20:07:48,,
448030,549401,72080,2016-08-03 20:50:19,2016-08-04 23:39:08,available
448030,549401,63077,2016-08-03 20:50:54,2016-08-03 20:52:02,available
448030,549401,62215,2016-08-03 20:51:33,,
448076,549703,39842,2016-08-03 21:05:38,2016-08-03 21:09:52,available
448076,549703,51077,2016-08-03 21:06:02,,
448076,549703,44723,2016-08-03 21:07:08,,
448076,549703,65786,2016-08-03 21:07:30,,
448076,549703,41391,2016-08-03 21:07:50,2016-08-03 21:10:17,available
448113,549751,39842,2016-08-03 21:22:50,,
448113,549751,36487,2016-08-03 21:24:19,,
448118,549754,65805,2016-08-03 21:25:03,2016-08-03 21:26:15,available
448118,549754,55310,2016-08-03 21:25:41,2016-08-03 21:26:06,available
448214,549882,62215,2016-08-03 22:02:48,,
448642,550416,60124,2016-08-04 13:12:15,2016-08-04 13:20:20,available
448642,550416,51644,2016-08-04 13:12:57,,
448642,550416,69764,2016-08-04 13:13:18,2016-08-04 14:36:55,not_available
448642,550416,64953,2016-08-04 13:15:46,2016-08-04 13:18:37,not_available
448642,550416,65102,2016-08-04 13:16:08,,
448666,550431,47687,2016-08-04 13:47:51,,
448666,550431,32938,2016-08-04 13:48:07,,
448666,550431,32957,2016-08-04 13:48:24,,
448666,550431,67546,2016-08-04 13:49:44,,
448666,550431,32947,2016-08-04 13:50:16,2016-08-04 14:15:08,not_available
448666,550431,53421,2016-08-04 13:50:34,2016-08-04 13:51:06,available
448666,550431,56469,2016-08-04 13:53:04,,
448666,550431,32922,2016-08-04 13:53:20,2016-08-04 13:54:17,not_available
448666,550431,33013,2016-08-04 13:53:36,,
448666,550431,65042,2016-08-04 13:53:53,,
448666,550431,38464,2016-08-04 13:54:41,,
448666,550431,32960,2016-08-04 13:55:18,,
448666,550431,58957,2016-08-04 13:55:35,2016-08-04 13:56:36,available
448666,550431,57124,2016-08-04 13:55:51,,
448666,550431,50369,2016-08-04 13:56:07,,
448749,550538,41391,2016-08-04 14:30:27,2016-08-04 14:30:57,available
420120,519067,45043,2016-07-15 14:05:05,,
420120,519067,26267,2016-07-15 14:05:40,2016-07-15 14:10:20,not_available
420120,519067,26300,2016-07-15 14:06:19,2016-07-15 14:07:14,not_available
420120,519067,39399,2016-07-15 14:06:58,,
420120,519067,38245,2016-07-15 14:07:35,,
420120,519067,71151,2016-07-15 14:08:11,2016-07-15 14:10:12,available
420120,519067,26258,2016-07-15 14:08:49,,
420120,519067,65102,2016-07-15 14:09:25,,
420120,519067,70255,2016-07-15 14:10:04,,
426371,526264,26208,2016-07-20 17:10:31,2016-07-20 17:11:01,available
426371,526264,26249,2016-07-20 17:14:03,2016-07-20 17:17:24,available
426371,526264,49046,2016-07-20 17:14:42,2016-07-20 18:12:09,available
426371,526264,59648,2016-07-20 17:15:20,2016-07-20 17:16:31,available
426371,526264,26210,2016-07-20 17:15:57,2016-07-20 17:16:51,not_available
426371,526264,38240,2016-07-20 17:18:59,,
426371,526264,70536,2016-07-20 17:19:35,2016-07-20 17:33:08,not_available
426371,526264,26188,2016-07-20 17:22:32,2016-07-20 17:23:48,not_available
426371,526264,65805,2016-07-20 17:23:08,,
426371,526264,64022,2016-07-20 17:23:45,,
426371,526264,64355,2016-07-20 17:24:23,,
426371,526264,40966,2016-07-20 17:24:59,,
426371,526264,26268,2016-07-20 17:26:12,,
426371,526264,62213,2016-07-20 17:26:49,,
426371,526264,35620,2016-07-20 17:27:25,,
426371,526264,37896,2016-07-20 17:30:05,,
427987,528121,68086,2016-07-21 13:41:31,,
427987,528121,55339,2016-07-21 13:42:02,2016-07-21 13:55:13,available
427987,528121,66654,2016-07-21 13:42:19,2016-07-21 13:42:48,available
427987,528121,38262,2016-07-21 13:56:54,2016-07-21 13:57:44,available
427987,528121,54238,2016-07-21 13:57:28,,
428558,528697,59676,2016-07-21 16:58:30,,
428558,528697,41391,2016-07-21 16:59:15,2016-07-21 16:59:38,available
430635,530381,36487,2016-07-22 14:50:57,2016-07-22 14:51:20,not_available
430635,530381,66765,2016-07-22 14:51:22,,
419549,518331,38196,2016-07-14 21:12:46,,
419549,518331,41757,2016-07-14 21:13:07,,
419549,518331,10455,2016-07-14 21:13:29,2016-07-14 22:10:25,not_available
419549,518331,58103,2016-07-14 21:13:51,,
419549,518331,50133,2016-07-14 21:16:43,2016-07-14 21:17:10,not_available
419549,518331,32976,2016-07-14 21:17:05,,
431429,527100,67546,2016-07-22 18:13:47,2016-07-22 18:48:10,not_available
431429,527100,38531,2016-07-22 18:14:40,,
432188,532588,50381,2016-07-22 21:05:19,,
432188,532588,38308,2016-07-22 21:05:58,2016-07-22 21:19:23,available
432188,532588,26223,2016-07-22 21:07:12,2016-07-22 21:07:35,available
432220,532621,62213,2016-07-22 21:10:18,,
433015,533298,62392,2016-07-23 00:21:24,,
433015,533298,71151,2016-07-23 00:23:22,2016-07-23 01:41:01,available
433015,533298,51644,2016-07-23 00:25:49,,
433015,533298,26265,2016-07-23 00:27:16,,
433015,533298,67102,2016-07-23 00:28:00,,
433015,533298,61541,2016-07-23 00:30:35,,
433015,533298,40781,2016-07-23 00:31:52,,
433015,533298,51176,2016-07-23 00:32:36,,
433015,533298,35624,2016-07-23 00:33:22,2016-07-23 00:34:41,not_available
433015,533298,66921,2016-07-23 00:33:46,,
433015,533298,42991,2016-07-23 00:44:09,,
434997,535426,42336,2016-07-25 19:44:08,2016-07-25 20:48:09,not_available
435363,535764,70829,2016-07-25 21:02:00,2016-07-25 21:04:19,not_available
435363,535764,39075,2016-07-25 21:02:42,2016-07-25 21:04:35,not_available
435363,535764,26223,2016-07-25 21:03:26,2016-07-25 21:03:51,not_available
435363,535764,47665,2016-07-25 21:04:11,,
435388,535764,26253,2016-07-25 21:07:13,2016-07-26 12:28:42,not_available
435388,535764,70829,2016-07-25 21:07:55,2016-07-25 21:08:56,not_available
435458,535800,68086,2016-07-25 21:20:28,,
435458,535800,38196,2016-07-25 21:20:49,,
435458,535800,63819,2016-07-25 21:21:09,,
435458,535800,50133,2016-07-25 21:21:44,2016-07-25 22:01:30,available
430035,530381,36487,2016-07-21 23:19:22,,
430035,530381,66765,2016-07-21 23:19:46,,
447598,549096,66654,2016-08-03 18:26:51,2016-08-03 18:27:26,available
447598,549096,38262,2016-08-03 18:34:14,,
447598,549096,50077,2016-08-03 18:34:36,2016-08-03 18:35:38,available
447670,549229,49053,2016-08-03 18:56:46,2016-08-03 19:07:20,not_available
447670,549229,57826,2016-08-03 18:58:16,,
447670,549229,68939,2016-08-03 18:58:59,,
447670,549229,55434,2016-08-03 18:59:42,,
447670,549229,71135,2016-08-03 19:00:31,,
447725,549275,51917,2016-08-03 19:14:16,2016-08-03 19:27:35,available
447725,549275,36051,2016-08-03 19:15:26,2016-08-03 19:19:10,not_available
447764,549328,59209,2016-08-03 19:26:56,2016-08-03 19:36:40,available
447764,549328,65677,2016-08-03 19:27:15,,
447764,549328,32954,2016-08-03 19:27:47,2016-08-03 19:28:29,not_available
447764,549328,36487,2016-08-03 19:29:45,,
447796,549360,63077,2016-08-03 19:36:27,2016-08-03 19:37:12,available
447798,549357,26246,2016-08-03 19:36:57,2016-08-03 19:37:30,not_available
447796,549360,62215,2016-08-03 19:37:03,2016-08-03 19:37:19,available
447798,549357,44125,2016-08-03 19:37:42,,
447798,549357,38240,2016-08-03 19:38:12,,
447798,549357,68944,2016-08-03 19:39:00,2016-08-03 19:40:07,not_available
447807,549357,44125,2016-08-03 19:41:46,,
447807,549357,38240,2016-08-03 19:42:16,,
447807,549357,67963,2016-08-03 19:43:22,,
447807,549357,55255,2016-08-03 19:44:53,2016-08-03 19:58:18,available
447807,549357,64022,2016-08-03 19:46:00,,
447825,549395,39842,2016-08-03 19:46:29,,
447825,549395,36487,2016-08-03 19:47:25,,
447825,549395,32983,2016-08-03 19:47:41,,
447825,549395,71694,2016-08-03 19:48:00,2016-08-03 19:49:25,available
447825,549395,57826,2016-08-03 19:48:53,,
447883,549426,32938,2016-08-03 20:06:41,,
447883,549426,32922,2016-08-03 20:07:00,,
435862,536177,41206,2016-07-25 22:36:44,,
435862,536177,62215,2016-07-25 22:38:03,2016-07-25 22:38:26,available
447883,549426,66415,2016-08-03 20:08:05,2016-08-03 20:08:53,available
447883,549426,32974,2016-08-03 20:08:25,2016-08-03 20:12:02,available
447883,549426,65436,2016-08-03 20:08:41,2016-08-03 20:10:02,not_available
448076,549703,65110,2016-08-03 21:06:24,,
448076,549703,32983,2016-08-03 21:06:47,2016-08-03 21:09:15,available
448076,549703,32984,2016-08-03 21:08:15,2016-08-03 21:09:08,not_available
448076,549703,71005,2016-08-03 21:08:38,2016-08-03 21:09:27,not_available
448113,549751,41391,2016-08-03 21:23:11,2016-08-03 21:28:46,available
448113,549751,66765,2016-08-03 21:23:33,,
448113,549751,59209,2016-08-03 21:23:55,2016-08-03 21:24:40,available
448214,549882,68840,2016-08-03 22:02:30,2016-08-03 22:02:49,available
448642,550416,38119,2016-08-04 13:11:54,,
448642,550416,38668,2016-08-04 13:12:36,,
448642,550416,65930,2016-08-04 13:13:39,,
448642,550416,26196,2016-08-04 13:14:00,2016-08-04 13:16:36,available
448642,550416,70255,2016-08-04 13:14:20,,
448642,550416,38437,2016-08-04 13:14:41,,
448642,550416,70544,2016-08-04 13:15:02,2016-08-04 14:19:44,available
448642,550416,26262,2016-08-04 13:15:24,,
448642,550416,71052,2016-08-04 13:16:29,2016-08-04 13:17:28,available
448666,550431,62401,2016-08-04 13:46:29,2016-08-04 16:10:55,available
448666,550431,59748,2016-08-04 13:46:46,,
448666,550431,32974,2016-08-04 13:47:02,,
448666,550431,69596,2016-08-04 13:47:19,,
448666,550431,50792,2016-08-04 13:47:35,,
448666,550431,71015,2016-08-04 13:48:40,,
448666,550431,40361,2016-08-04 13:48:56,2016-08-04 13:49:39,not_available
448666,550431,69693,2016-08-04 13:49:12,,
448666,550431,40618,2016-08-04 13:49:28,,
448666,550431,65436,2016-08-04 13:50:00,2016-08-04 13:50:29,not_available
448666,550431,66787,2016-08-04 13:50:51,,
448666,550431,66986,2016-08-04 13:52:48,,
448666,550431,32988,2016-08-04 13:54:09,,
448666,550431,49985,2016-08-04 13:54:25,,
448666,550431,32918,2016-08-04 13:54:58,,
436756,536860,42560,2016-07-26 12:58:33,2016-07-26 13:12:10,available
436756,536860,26267,2016-07-26 12:59:11,,
436756,536860,39399,2016-07-26 13:01:03,2016-07-26 13:02:15,not_available
436756,536860,51190,2016-07-26 13:03:42,2016-07-26 13:13:27,not_available
436756,536860,70255,2016-07-26 13:04:53,,
436756,536860,55442,2016-07-26 13:06:44,,
436756,536860,70544,2016-07-26 13:07:21,,
436756,536860,65704,2016-07-26 13:08:00,,
436756,536860,62078,2016-07-26 13:09:12,2016-07-26 13:11:33,not_available
436756,536860,12705,2016-07-26 13:09:52,2016-07-26 13:34:41,not_available
437148,537262,42560,2016-07-26 16:32:42,2016-07-26 16:33:57,available
437299,537379,68086,2016-07-26 17:26:06,2016-07-26 17:34:25,available
437299,537379,44665,2016-07-26 17:26:50,,
438635,537600,39842,2016-07-27 12:23:54,,
438637,537609,32974,2016-07-27 12:24:10,2016-07-27 12:24:54,available
438637,537609,65436,2016-07-27 12:24:41,2016-07-27 12:26:49,available
438635,537600,51077,2016-07-27 12:24:57,,
438785,539064,65436,2016-07-27 14:51:50,2016-07-27 14:52:48,not_available
438785,539064,71015,2016-07-27 14:52:22,2016-07-27 14:52:44,available
439399,539777,51917,2016-07-27 18:54:33,,
439684,540119,70665,2016-07-27 20:37:27,,
439957,540437,50133,2016-07-27 22:12:22,2016-07-27 23:31:03,available
439957,540437,43483,2016-07-27 22:13:04,,
439957,540437,66657,2016-07-27 22:13:25,,
439957,540437,65851,2016-07-27 22:17:34,,
439957,540437,32976,2016-07-27 22:17:55,,
439957,540437,44665,2016-07-27 22:19:23,,
439957,540437,70338,2016-07-27 22:20:47,,
439957,540437,51917,2016-07-27 22:21:10,,
439957,540437,49060,2016-07-27 22:21:31,,
439957,540437,61133,2016-07-27 22:21:54,,
439957,540437,64456,2016-07-27 22:23:23,,
439957,540437,67249,2016-07-27 22:23:44,2016-07-27 22:27:35,not_available
439957,540437,54885,2016-07-27 22:24:52,,
439957,540437,55819,2016-07-27 22:25:12,,
439957,540437,50518,2016-07-27 22:33:10,,
439925,540418,26208,2016-07-27 22:33:17,2016-07-27 22:34:10,available
440078,540604,43483,2016-07-27 23:05:44,,
440555,541147,68840,2016-07-28 15:31:17,,
440555,541147,65711,2016-07-28 15:31:51,,
440555,541147,43469,2016-07-28 15:33:31,2016-07-28 15:53:48,available
440770,541167,38308,2016-07-28 16:51:05,,
440770,541167,43470,2016-07-28 16:51:21,2016-07-28 16:51:46,available
440770,541167,55836,2016-07-28 16:52:42,2016-07-28 17:53:01,not_available
440770,541167,71326,2016-07-28 16:53:00,,
440770,541167,62326,2016-07-28 16:53:19,2016-07-28 16:55:04,available
440770,541167,48840,2016-07-28 16:53:35,,
440777,541394,62215,2016-07-28 16:53:48,2016-07-28 16:55:58,available
440770,541167,56151,2016-07-28 16:53:53,,
440777,541394,26253,2016-07-28 16:54:04,,
440777,541394,65711,2016-07-28 16:54:21,,
440770,541167,56233,2016-07-28 16:54:26,,
440777,541394,41206,2016-07-28 16:54:57,,
440770,541167,26304,2016-07-28 16:56:13,2016-07-28 17:12:10,not_available
440770,541167,57515,2016-07-28 16:56:49,,
440794,541415,64104,2016-07-28 17:02:28,2016-07-28 17:59:41,not_available
440794,541415,32950,2016-07-28 17:03:11,,
440794,541415,47680,2016-07-28 17:04:00,,
440794,541415,39879,2016-07-28 17:05:30,,
440794,541415,37823,2016-07-28 17:06:12,,
440794,541415,52023,2016-07-28 17:07:47,2016-07-28 17:09:08,available
440794,541415,33115,2016-07-28 17:08:09,,
440794,541415,54502,2016-07-28 17:08:55,2016-07-28 17:09:31,not_available
440794,541415,71349,2016-07-28 17:10:18,,
440794,541415,71663,2016-07-28 17:12:14,,
440794,541415,36429,2016-07-28 17:12:38,,
440794,541415,32968,2016-07-28 17:13:22,,
440794,541415,69384,2016-07-28 17:13:46,,
440794,541415,54781,2016-07-28 17:17:52,,
440794,541415,11300,2016-07-28 17:19:03,,
440794,541415,39235,2016-07-28 17:19:55,,
440794,541415,11031,2016-07-28 17:21:27,,
440882,541502,65056,2016-07-28 17:24:44,,
440882,541502,67456,2016-07-28 17:25:38,2016-07-28 17:26:46,available
440882,541502,26269,2016-07-28 17:25:55,2016-07-28 17:29:36,available
440882,541502,67302,2016-07-28 17:26:13,,
440882,541502,36021,2016-07-28 17:26:30,2016-07-28 17:27:50,available
440961,541592,54586,2016-07-28 17:53:31,,
440961,541592,62425,2016-07-28 17:54:25,,
440961,541592,35622,2016-07-28 17:55:02,,
440961,541592,65245,2016-07-28 17:55:38,,
440961,541592,38033,2016-07-28 17:56:14,,
441036,541656,51644,2016-07-28 18:15:32,,
441036,541656,70255,2016-07-28 18:15:49,2016-07-28 18:25:35,not_available
441086,541717,1742,2016-07-28 18:28:54,2016-07-28 18:29:33,available
441086,541717,71262,2016-07-28 18:29:10,2016-07-28 18:30:10,available
441086,541717,62392,2016-07-28 18:29:27,2016-07-28 18:30:32,available
441362,542009,62215,2016-07-28 20:18:14,2016-07-28 20:18:34,available
441650,542218,59209,2016-07-28 21:59:53,,
441650,542218,55434,2016-07-28 22:06:25,2016-07-28 23:56:24,available
441650,542218,66765,2016-07-28 22:07:31,,
441650,542218,71051,2016-07-28 23:11:30,2016-07-28 23:12:00,available
441650,542218,32954,2016-07-28 23:11:51,2016-07-28 23:36:31,not_available
441846,542529,28649,2016-07-28 23:24:01,,
441846,542529,36847,2016-07-28 23:24:37,,
441846,542529,26378,2016-07-28 23:25:14,,
441846,542529,50292,2016-07-28 23:25:50,,
441846,542529,51190,2016-07-28 23:27:02,2016-07-28 23:27:50,available
441846,542529,62078,2016-07-28 23:27:41,,
442320,543088,32986,2016-07-29 15:42:58,,
442320,543088,10455,2016-07-29 15:43:41,2016-07-29 19:16:44,available
442320,543088,58103,2016-07-29 15:44:04,2016-07-29 15:45:31,not_available
442320,543088,44536,2016-07-29 15:44:28,,
442320,543088,56757,2016-07-29 15:44:49,,
442320,543088,43483,2016-07-29 15:46:17,,
442320,543088,43485,2016-07-29 15:46:39,2016-07-29 15:47:09,available
442744,543555,71151,2016-07-29 18:25:18,2016-07-29 18:26:02,not_available
442744,543555,42374,2016-07-29 18:25:51,,
442744,543555,65874,2016-07-29 18:26:11,,
442744,543555,70544,2016-07-29 18:26:46,2016-07-29 18:35:46,not_available
442744,543555,43470,2016-07-29 18:27:58,2016-07-29 21:09:02,not_available
442744,543555,71052,2016-07-29 18:29:10,,
443001,543807,48490,2016-07-29 20:19:40,2016-07-29 20:21:22,available
443001,543807,69596,2016-07-29 20:20:31,,
443001,543807,32974,2016-07-29 20:20:51,,
443016,543540,29265,2016-07-29 20:24:09,,
443016,543540,44536,2016-07-29 20:24:33,,
443016,543540,70855,2016-07-29 20:24:55,,
443016,543540,49054,2016-07-29 20:27:37,,
443016,543540,47680,2016-07-29 20:28:00,,
443016,543540,71663,2016-07-29 20:28:44,,
443016,543540,33037,2016-07-29 20:29:05,,
443016,543540,69384,2016-07-29 20:30:27,,
443016,543540,57504,2016-07-29 20:31:21,,
443016,543540,51177,2016-07-29 20:31:44,,
443016,543540,32934,2016-07-29 20:32:05,,
443016,543540,33023,2016-07-29 20:32:26,,
443016,543540,11301,2016-07-29 20:32:50,,
443016,543540,38736,2016-07-29 20:33:35,,
443016,543540,32963,2016-07-29 20:33:56,,
443016,543540,8133,2016-07-29 20:34:17,,
443001,543807,11529,2016-07-29 21:05:14,,
443001,543807,47687,2016-07-29 21:05:31,,
443001,543807,40618,2016-07-29 21:05:48,,
443001,543807,32947,2016-07-29 21:06:39,2016-07-29 21:30:07,not_available
443001,543807,65042,2016-07-29 21:06:58,,
443001,543807,53421,2016-07-29 21:08:27,2016-07-29 21:09:24,available
443001,543807,32935,2016-07-29 21:08:45,2016-07-29 21:09:54,available
443331,544179,56335,2016-07-29 22:25:11,,
443331,544179,65930,2016-07-29 22:26:26,2016-07-29 22:26:53,available
443431,544304,54586,2016-07-29 23:11:12,2016-07-29 23:12:11,available
443431,544304,26268,2016-07-29 23:54:20,,
443431,544304,62213,2016-07-29 23:55:55,,
444042,544974,64953,2016-08-01 15:52:30,2016-08-01 16:15:52,available
444042,544974,38308,2016-08-01 15:53:48,,
444109,545036,26246,2016-08-01 16:15:44,2016-08-01 16:16:07,not_available
444109,545036,55310,2016-08-01 16:16:19,2016-08-01 16:17:21,not_available
444307,545249,65930,2016-08-01 17:25:58,2016-08-01 17:26:41,not_available
444307,545249,70255,2016-08-01 17:26:23,,
444307,545249,70544,2016-08-01 17:26:44,,
444307,545249,65102,2016-08-01 17:27:06,,
444307,545249,51720,2016-08-01 17:27:29,,
444307,545249,65704,2016-08-01 17:28:58,2016-08-01 17:29:35,available
444307,545249,26196,2016-08-01 17:29:22,2016-08-01 17:39:38,not_available
444723,545703,26246,2016-08-01 20:24:22,2016-08-01 20:24:46,available
444723,545703,55310,2016-08-01 20:28:26,,
444744,545727,39023,2016-08-01 20:32:46,,
444744,545727,70855,2016-08-01 20:33:09,2016-08-01 20:33:27,available
444744,545727,43479,2016-08-01 20:33:25,2016-08-01 20:34:21,not_available
444816,545805,38196,2016-08-01 21:01:34,,
444816,545805,66657,2016-08-01 21:01:52,,
444819,545837,37906,2016-08-01 21:02:00,,
444816,545805,63819,2016-08-01 21:02:09,2016-08-01 21:03:03,available
444816,545805,50133,2016-08-01 21:02:24,2016-08-01 21:24:28,available
444816,545805,66654,2016-08-01 21:02:40,2016-08-01 21:03:08,available
444816,545805,36051,2016-08-01 21:02:59,2016-08-01 21:03:36,not_available
444819,545837,70855,2016-08-01 21:03:06,2016-08-01 21:05:41,available
444819,545837,71349,2016-08-01 21:04:13,2016-08-01 21:04:42,available
444819,545837,64101,2016-08-01 21:04:37,,
444844,545855,68840,2016-08-01 21:08:35,,
444844,545855,71141,2016-08-01 21:10:32,2016-08-01 21:11:05,not_available
444844,545855,69645,2016-08-01 21:10:56,2016-08-01 21:15:55,not_available
444844,545855,39310,2016-08-01 21:12:00,,
444844,545855,53443,2016-08-01 21:12:23,,
444844,545855,57815,2016-08-01 21:13:52,,
444844,545855,26199,2016-08-01 21:15:23,,
444844,545855,55933,2016-08-01 21:17:18,,
444844,545855,54947,2016-08-01 21:18:02,,
444844,545855,57570,2016-08-01 21:18:23,,
444844,545855,26266,2016-08-01 21:19:07,,
444844,545855,26387,2016-08-01 21:19:29,,
444919,545920,44665,2016-08-01 21:39:05,2016-08-01 21:50:59,not_available
444919,545920,38767,2016-08-01 21:39:40,,
444922,545952,32974,2016-08-01 21:40:18,,
444919,545920,38262,2016-08-01 21:40:36,2016-08-01 21:42:05,available
444922,545952,48490,2016-08-01 21:40:49,2016-08-01 21:41:21,available
444922,545952,47687,2016-08-01 21:41:20,2016-08-01 21:47:09,available
444922,545952,32947,2016-08-01 21:42:41,2016-08-01 22:12:42,available
444919,545920,54238,2016-08-01 21:44:41,,
444922,545952,38464,2016-08-01 21:44:49,2016-08-01 23:49:39,available
444919,545920,33008,2016-08-01 21:45:14,,
444922,545952,32927,2016-08-01 21:45:22,2016-08-01 21:57:46,not_available
444919,545920,41977,2016-08-01 21:46:13,,
444919,545920,50603,2016-08-01 21:46:47,,
444919,545920,53476,2016-08-01 21:48:13,,
444919,545920,35699,2016-08-01 21:49:45,,
444919,545920,42127,2016-08-01 21:50:27,,
444919,545920,10241,2016-08-01 21:51:14,,
444919,545920,10273,2016-08-01 21:51:31,,
445128,546195,54586,2016-08-01 23:19:25,2016-08-01 23:20:33,not_available
445128,546195,39111,2016-08-01 23:20:54,,
445128,546195,1740,2016-08-01 23:21:38,,
445182,546195,54586,2016-08-01 23:42:57,2016-08-01 23:43:44,not_available
445203,546281,38196,2016-08-01 23:58:03,,
445203,546281,41757,2016-08-01 23:58:25,,
445203,546281,10455,2016-08-01 23:58:48,,
445203,546281,38401,2016-08-02 00:00:14,,
445347,546469,26223,2016-08-02 13:29:07,2016-08-02 13:29:58,not_available
445347,546469,40629,2016-08-02 13:29:40,,
445347,546469,48840,2016-08-02 13:30:44,,
445347,546469,56233,2016-08-02 13:31:01,,
445347,546469,50381,2016-08-02 13:31:34,,
445347,546469,47665,2016-08-02 13:32:01,,
445347,546469,45354,2016-08-02 13:32:32,,
445347,546469,56234,2016-08-02 13:32:55,,
445347,546469,69559,2016-08-02 13:33:13,,
445347,546469,1719,2016-08-02 13:34:17,,
445347,546469,35621,2016-08-02 13:34:55,2016-08-02 13:36:45,not_available
445347,546469,14441,2016-08-02 13:35:25,,
445347,546469,1654,2016-08-02 13:35:42,,
445347,546469,11195,2016-08-02 13:35:58,,
445347,546469,1746,2016-08-02 13:36:32,,
445347,546469,37960,2016-08-02 13:36:59,,
445347,546469,26355,2016-08-02 13:37:49,,
445347,546469,1642,2016-08-02 13:43:46,,
445347,546469,1683,2016-08-02 13:44:02,,
445347,546469,1789,2016-08-02 13:44:44,,
445347,546469,1702,2016-08-02 13:45:05,,
445347,546469,26353,2016-08-02 13:45:36,,
445347,546469,51464,2016-08-02 13:46:08,,
445381,546499,32895,2016-08-02 14:13:10,,
445381,546499,61133,2016-08-02 14:13:26,,
445381,546499,54885,2016-08-02 14:14:47,,
445381,546499,61144,2016-08-02 14:15:04,2016-08-02 14:17:27,not_available
445381,546499,55819,2016-08-02 14:15:36,,
445381,546499,32979,2016-08-02 14:15:52,,
445381,546499,38248,2016-08-02 14:16:43,,
445381,546499,56730,2016-08-02 14:17:33,,
445381,546499,68070,2016-08-02 14:18:40,,
445405,546509,50133,2016-08-02 14:23:23,2016-08-02 14:36:30,not_available
445405,546509,43483,2016-08-02 14:24:12,,
